Classifications,Permanent Call Number,Material Type,Author,ISBN,ISSN,Title (Complete),Publication Place,Publisher,Publication Date,Barcode,Replacement cost,
Architecture,NA1455.P6 K55,Book,"Knox, Brian.",,,The architecture of Poland.,"New York,",Praeger,[1971],39097001179820,,39097001179820
Architecture,NA1460 .B6 1967,Book,"Boase, T. S. R. 1898-1974 (Thomas Sherrer Ross),",,,Castles and churches of the crusading kingdom; by T. S. R. Boase; with colour photographs by Richard Cleave.,"London,",Oxford UP,1967],39097001179846,,39097001179846
Architecture,NA1460 .F3 1967,Book,"Fergusson, James, 1808-1886",,,"History of Indian and Eastern architecture, by the late James Fergusson...rev. and ed. with additions; Indian architecture, by James Burgess and Eastern architecture by R. Phené Spiers.","Delhi,",Munshiram Manoharlal,[1967],39097001179911,,39097001179911
Painting,ND2930 .E2,Book,"Ebersolt, Jean, 1879-",,,"La miniature byzantine, ouvrage accompagné de la reproduction de 140 miniatures.","Paris,",G Vanoest,1926,39097001181107,,39097001181107
Painting,ND2930 .H3,Book,"Hatch, William Henry Paine, 1875-1972.",,,"Greek and Syrian miniatures in Jerusalem, with an introduction and a description of each of the seventy-one miniatures reproduced [by] William Henry Paine Hatch.","Cambridge, Mass.,",The Mediaeval academy of America,1931,39097001181131,,39097001181131
Painting,ND2930 .N67,Book,"Nordenfalk, Carl Adam Johan, 1907-1992.",,,Die Spätantiken Zierbuchstaben.,"Stockholm,",,1970,39097001181172,,39097001181172
Painting,ND2930 .S75 1971,Book,"Stichel, Rainer",,,"Studien zum Verhältnis von Text und Bild spät- und nachbyzantinischer Vergänglichkeitsdarstellungen. Die Anfangsminiaturen von Psalterhandschriften des 14. Jahrhunderts, ihre Herkunft, Bedeutung und ihr Weiterleben in der griechischen und russischen Kunst und Literatur.","Wien,",Böhlau in Komm,1971,39097001181214,,39097001181214
Painting,ND2930 .W42,Book,"Weitzmann, Kurt, 1904-",0807608300; 0807608319; 9780807608302; 9780807608319,,Late antique and early Christian book illumination / Kurt Weitzmann.,New York :,G Braziller,1977,39097001181222,,39097001181222
Painting,ND2930 .W43,Book,"Weitzmann, Kurt, 1904-",,,Studies in classical and Byzantine manuscript illumination. Edited by Herbert L. Kessler. With an introd. by Hugo Buchthal.,"Chicago,",University of Chicago Press,[c1971],39097001181230,,39097001181230
Visual arts,N8193.A5 A84 1975,Book,Asia Society,040506568X; 9780405065682,,"The evolution of the Buddha image / Benjamin Rowland, Jr.",New York :,Arno Press,1976,39097001182436,,39097001182436
Architecture,NA1487.I8 B55 1966,Book,"Blunt, Wilfrid, 1901-",,,"Isfahan, pearl of Persia. Photos. by Wim Swaan.","New York,",Stein and Day,[1966],39097001182600,,39097001182600
Architecture,NA1501 .B7,Book,"Brown, Percy, 1872-1955",,,Indian architecture.,"Bombay,",D B Taraporevala Sons,[1942-59?],39097001182618,,39097001182618
Architecture,NA1501 .C3,Book,"Cameron, Roderick William, 1913-",,,Shadows from India; an architectural album. Pref. by Peter Quennell.,"London,",Heinemann,[1958],39097001182626,,39097001182626
Architecture,NA1501 .H3 1972,Book,"Havell, E. B. 1861-1934 (Ernest Binfield),",,,"Indian architecture: its psychology, structure, and history from the first Muhammadan invasion to the present day.","New Delhi,",S Chand,[1972],39097001182634,,39097001182634
Architecture,NA1501 .N513,Book,"Nilsson, Sten Åke, 1936- author",0571082254; 9780571082254,,"European architecture in India, 1750-1850 [by] Sten Nilsson; [translated from the Swedish by Agnes George and Eleonore Zettersten]",London:,Faber,1968,39097001182642,,39097001182642
Architecture,NA1501 .P3,Book,"Parmentier, Henri.",,,L'art architectural hindou dans l'Inde et en Extrême-Orient.,"Paris,",Van Oest,1948,39097001182659,,39097001182659
Architecture,NA1502 .H28,Book,"Harle, J. C. (James C.)",,,The Brahmapurisvara Temple at Pullamangai.,"Bombay,",Bhulabhai Memorial Institute,1958,39097001182675,,39097001182675
Architecture,NA1502 .H3 1972,Book,"Havell, E. B. 1861-1934 (Ernest Binfield),",,,"The ancient and medieval architecture of India: a study of Indo-Aryan civilisation, by E. B. Havell.","New Delhi,",S Chand,[1972],39097001182683,,39097001182683
Architecture,NA1508.K6 E2,Book,"Ebersole, Robert.",,,Black Pagoda.,"Gainesville,",University of Florida Press,1957,39097001182709,,39097001182709
Architecture,NA1515.2.A5 S7,Book,"Stierlin, Henri",,,Angkor. Texte et photos: Henri Stierlin.,"Fribourg,",Office du livre (1970),1970,39097001182717,,39097001182717
Architecture,NA1540 .B68,Book,"Boyd, Andrew, 1905-1962.",,,"Chinese architecture and town planning, 1500 B.C.-A.D. 1911.",[Chicago],University of Chicago Press,[c1962],39097001182725,,39097001182725
Architecture,NA1540 .P513,Book,"Pirazzoli-tʼSerstevens, Michèle.",,,"Living architecture: Chinese. Research by Nicholas Bouvier, assisted by Denise Blum. English translation: Robert Allen.","New York,",Grosset & Dunlap,[c1971],39097001182733,,39097001182733
Architecture,NA1540 .S8,Book,"Su, Gin-djih, 1908-",,,"Chinese architecture, past and contemporary.","Hong Kong,",Sin Poh Amalgamated (HK),1964,39097001182741,,39097001182741
Architecture,NA1543 .W8,Book,"Wu, Nelson Ikon, 1919-",,,"Chinese and Indian architecture; the city of man, the Mountain of God, and the realm of the immortals, by Nelson I. Wu (Wu No-sun)","New York,",G Braziller,1963,39097001182758,,39097001182758
Architecture,NA1550 .A75,Book,"Alex, William, fl. 1963-",,,Japanese architecture.,"New York,",G Braziller,1963,39097001182766,,39097001182766
Architecture,NA1550 .H3 1954,Book,"Harada, Jirō, 1878-",,,The lesson of Japanese architecture.,"Boston,",CT Branford Co,[1954],39097001182782,,39097001182782
Architecture,NA1555 .A8,Book,,,,"Architettura giapponese contemporanea. Firenze, Orsanmichele, 15 marzo-15 aprile 1969. Catalogo a cura di Paolo Riani. Introduzioni di Fosco Maraini e Carlo L. Ragghianti.","Firenze,",Centro Di,1969,39097001182824,,39097001182824
Architecture,NA1555 .B6,Book,"Boyd, Robin",,,New directions in Japanese architecture.,"New York,",G Braziller,[1968],39097001182832,,39097001182832
Architecture,NA1597.Y6 O38,Book,"Ojo, G J Afolabi.",,,Yoruba palaces: a study of Afins of Yorubaland [by] G. J. Afolabi Ojo.,"London,",University of London Press,[1967],39097001182857,,39097001182857
Architecture,NA1603.A4 M6,Book,"Morgan, E. J. R. (Edward James Ranembe), 1900-1977",0195503074; 9780195503074,,Early Adelaide architecture 1836 to 1886 [by] E. J. R. Morgan and S. H. Gilbert.,"Melbourne,",Oxford University Press,[1969],39097001182865,,39097001182865
Architecture,NA1608.M3 S7,Book,"Stacpoole, John",,,William Mason; the first New Zealand architect.,[Auckland],Oxford UP; Auckland UP,1971,39097001182873,,39097001182873
Architecture,NA2000 .G813,Book,"Gropius, Walter, 1883-1969 author",,,Apollo in the democracy: the cultural obligation of the architect.,New York:,McGraw-Hill,[1968],39097001182881,,39097001182881
Architecture,NA1555 .I813 1972,Book,"Itō, Teiji, 1922-2010.",0834815117; 9780834815117,,The classic tradition in Japanese architecture; modern versions of the sukiya style. Text by Teiji Itoh. Photos. by Yukio Futagawa. Translated from the Japanese by Richard L. Gage.,"New York,",Weatherhill,[1972],39097001182899,,39097001182899
Architecture,NA2169 .V3,Book,"Vargas, José María",,,Ecuador: monumentos históricos y arqueológicos.,"México,",,1953,39097001182915,,39097001182915
Visual arts,N7905 .B46,Book,"Benes, Peter",087270050X; 9780872700505,,"New England meeting house and church, 1630-1850 : a loan exhibition held at the Currier Gallery of Art, Manchester, New Hampshire / Peter Benes & Philip D. Zimmerman.",Boston :,Published by Boston University for the Dublin Seminar for New England Folklife,c1979.,39097001185694,,39097001185694
Architecture,NA2300.M4 S5,Book,"Shillaber, Caroline, 1908-1984.",,,"Massachusetts Institute of Technology School of Architecture and Planning, 1861-1961: a hundred year chronicle.","[Cambridge,",Massachusetts Institute of Technology,1963],39097001186056,,39097001186056
Architecture,NA2500 .B82,Book,"Brinckmann, A. E. 1881- (Albert Erich),",,,Von Guarino Guarini bis Balthasar Neumann; vortrag in der mitgliederversammlung des Deutschen vereins für kunstwissenschaft am 11. juni 1932 zu Berlin.,"Berlin,",Deutscher verein für kunstwissenschaft,1932,39097001186072,,39097001186072
Architecture,NA2500 .D4 1957,Book,"De Zurko, Edward Robert",,,Origins of functionalist theory.,"New York,",Columbia University Press,1957,39097001186080,,39097001186080
Architecture,NA2500 .E85 1970,Book,"Evers, Hans Gerhard, 1900-",,,"Tod, macht und raum als bereiche der architektur.","München,",Neuer Filser-verlag inhaber dr Benno Filser,1939,39097001186106,,39097001186106
Architecture,NA2500 .F7413,Book,"Friedman, Yona, 1923-2020.",0262060582; 9780262060585,,Toward a scientific architecture / Yona Friedman ; translated by Cynthia Lang.,"Cambridge, Mass. :",MIT Press,[1975],39097001186114,,39097001186114
Architecture,NA2500 .H6,Book,"Horn-Oncken, Alste",,,Über das Schickliche. Studien zur Geschichte der Architekturtheorie.,"Gottingen,",Vandenhoeck u Ruprecht,1967-,39097001186122,,39097001186122
Architecture,NA2500 .H8,Book,"Hudnut, Joseph, 1886-",,,Architecture and the spirit of man.,"Cambridge,",Harvard University Press,1949,39097001186148,,39097001186148
Architecture,NA2500 .J43 1970,Book,"Jencks, Charles.",,,Meaning in architecture. Edited by Charles Jencks and George Baird.,"New York,",G Braziller,"[1970, c1969]",39097001186155,,39097001186155
Architecture,NA2500.L37 H4,Book,"Hermann, Wolfgang, 1899-",,,Laugier and eighteenth century French theory.,"London,",A Zwemmer,1962,39097001186163,,39097001186163
Architecture,NA2500 .M83,Book,"Muschamp, Herbert",0262131102; 9780262131100,,File under architecture.,"Cambridge, Mass.,",MIT Press,[1974],39097001186171,,39097001186171
Architecture,NA2500 .W54,Book,"Wilson, Forrest, 1918-2013.",0289702402; 0289702399; 9780289702406; 9780289702390,,Structure: the essence of architecture.,"London,",Van Nostrand Reinhold Co; Studio Vista,[1971],39097001186197,,39097001186197
Visual arts,N849.8 .A5,Book,"Washington Gallery of Modern Art (Washington, D.C.)",,,The permanent collection.,"Washington, D.C.",,1966,39097001186247,,39097001186247
Visual arts,N70 .T72 1960,Book,"Tolstoy, Leo, graf, 1828-1910.",,,What is art? Translated from the Russian original by Almyer Maude. With an introduction by Vincent Tomas.,"New York,",The Bobbs-Merrill Co Inc Liberal Arts Press,[1960],39097001186841,,39097001186841
Visual arts,N70 .T23 1870,Book,"Taine, Hippolyte, 1828-1893",,,Philosophie de l'art en Grèce / par H. Taine.,Paris :,G Baillière New York Baillière Brothers,1869,39097001187120,,39097001187120
Architecture,NA2515 .A313 1955,Book,"Alberti, Leon Battista, 1404-1472 author",,,Ten books on architecture. Translated into Italian by Cosimo Bartoli and into English by James Leoni; edited by Joseph Rykwert.,"London,",A Tiranti,1955,39097001187989,,39097001187989
Architecture,NA2515 .C4213,Book,"Cetius Faventinus, Marcus.",0521201411; 9780521201414,,"Vitruvius and later Roman building manuals, by Hugh Plommer.","London,",Cambridge University Press,1973,39097001187997,,39097001187997
Architecture,NA2515 .H34 1725a,Book,"Halfpenny, William, -1755.",,,The art of sound building.,"New York,",B Blom,1968,39097001188003,,39097001188003
Architecture,NA2515 .H47,Book,"Herrmann, Wolfgang, 1899-",0302025251; 9780302025253,,The theory of Claude Perrault.,"London,",A Zwemmer,[1973],39097001188011,,39097001188011
Architecture,NA2515 .M35,Book,"Martini, Francesco di Giorgio, 1439-1502.",,,Trattati di architettura ingegneria e arte militare. A cura di Corrado Maltese. Trascrizione di Livia Maltese Degrassi.,"Milano,",Il Polifilo,1967,39097001188029,,39097001188029
Architecture,NA2515 .S5 1619a,Book,"Serlio, Sebastiano, 1475-1554",,,"Tutte l'opere d'architettura et prospetiva di Sebastiano Serlio, Bolognese : dove si mettono in disegno tutte le maniere di edificij, e si trattano di quelle cose che sono più necessarie a sapere gli architetti : [c]on la aggiunta delle inventioni di cinquanta porte, e gran numero di palazzi publici e privati nella città & in villa, e varij accidenti che possono occorrere nel fabricare : diviso in sette libri / Con un' indice copiosissimo con molte considerationi, & un breve discorso sopra questa materia, raccolto da M. Gio. Domenico Scamozzi Vicentino.",In Venetia :,Apresso G di F de' Franceschi,1619,39097001188052,,39097001188052
Architecture,NA2515 .V74 1969,Book,Vitruvius Pollio,,,"De l'architecture / [par] Vitruve. Texte établi, traduit et commenté par Jean Soubiran ...","Paris,",les Belles lettres,1969-,39097001188060,,39097001188060
Architecture,NA2515 .W9 1624a,Book,"Wotton, Henry, Sir, 1568-1639",,,"The elements of architecture. A facsimile reprint of the first edition (London, 1624), with introd. and notes by Frederick Hard.","Charlottesville,",Published for the Folger Shakespeare Library by the University Press of Virginia,[1968],39097001188086,,39097001188086
Architecture,NA2515 .W9 1624b,Book,"Wotton, Henry, Sir, 1568-1639",0576159573; 9780576159579,,The elements of architectvre.,"Farnborough,",Gregg,1969,39097001188094,,39097001188094
Architecture,NA2515 .W9 1624c,Book,"Wotton, Henry, Sir, 1568-1639",,,The elements of architecture.,"Amsterdam,",Da Capo Press; Theatrum Orbis Terrarum,1970,39097001188110,,39097001188110
Architecture,NA2517 .G9 1968,Book,"Guarini, Guarino, 1624-1683.",,,Architettura civile. Introduzione di Nino Carboneri. Note e appendice a cura di Bianca Tavassi La Greca.,"Milano,",Il polifilo,1968,39097001188128,,39097001188128
Architecture,NA2520 .B45 1972,Book,"Benjamin, Asher, 1773-1845",0306710293; 9780306710292,,"The practical house carpenter. Being a complete development of the Grecian orders of architecture, each example being fashioned according to the style and practice of the present day.","New York,",Da Capo Press,1972,39097001188151,,39097001188151
Architecture,NA2520 .J4 1927,Book,"Le Corbusier, 1887-1965.",,,"Towards a new architecture, by Le Corbusier [pseud.] translated from the 13th French ed., with an introduction by Frederick Etchells.","New York,",Brewer & Warren,[1927],39097001188177,,39097001188177
Architecture,NA2520 .V7,Book,"Viollet-le-Duc, Eugène-Emmanuel, 1814-1879.",,,Discourses on architecture. Translated from the French by Benjamin Bucknall.,"New York,",Grove Press,[1959],39097001188193,,39097001188193
Architecture,NA2520 .G3,Book,"Gauldie, Sinclair.",19211901X,,Architecture.,"London,",Oxford UP,1969,39097001188235,,39097001188235
Architecture,NA2530 .A4 1967,Book,"Allsopp, Bruce",,,"The great tradition of Western architecture, by Bruce Allsopp, Harold W. Booton [and] Ursula Clark.",[New York],Architectural Book Pub Co,"[1967, c1966]",39097001188284,,39097001188284
Architecture,NA2540 .C6,Book,"Collins, Peter, 1920-",0571094589; 9780571094585,,Architectural judgement.,"London,",Faber,1971,39097001188292,,39097001188292
Architecture,NA2540 .C63,Book,"Cook, John Wesley, 1933-",,,"Conversations with architects: Philip Johnson, Kevin Roche, Paul Rudolph, Bertrand Goldberg, Morris Lapidus, Louis Kahn, Charles Moore, Robert Venturi & Denise Scott Brown, by John W. Cook and Heinrich Klotz. Foreword by Vincent Scully.","New York,",Praeger,[1973],39097001188318,,39097001188318
Architecture,NA2540 .D25 1963,Book,"Danby, Miles.",,,"Grammar of architectural design, with special reference to the tropics.","London,",Oxford University Press,1963,39097001188326,,39097001188326
Architecture,NA2540 .G65,Book,"Griffin, C. W. 1925- (Charles William),",,,Development building: the team approach. by C. W. Griffin. Illustrated by Charles D. Stokes.,"[Washington,",American Institute of Architects distributed by Halsted Press Division Wiley New York,[1972],39097001188334,,39097001188334
Architecture,NA2540 .V52,Book,"Vickery, Robert L.",0813903939; 9780813903934,,"Anthrophysical form; two families and their neighborhood environments [by] Robert L. Vickery, Jr.","Charlottesville,",University Press of Virginia,[1972],39097001188342,,39097001188342
Architecture,NA2543.P4 S79,Book,"Specter, David Kenneth.",0821204637; 9780821204634,,Urban spaces. Photos. by the author.,"[Greenwich, Conn.,",New York Graphic Society,1974],39097001188359,,39097001188359
Architecture,NA2543.S6 G8,Book,"Gutman, Robert",0465054560; 9780465054565,,People and buildings.,"New York,",Basic Books,[1972],39097001188367,,39097001188367
Architecture,NA2543.S6 N8,Book,"Nuttgens, Patrick",0571091865; 9780571091867,,The landscape of ideas.,"London,",Faber,[1972],39097001188375,,39097001188375
Architecture,NA2543.S6 P46,Book,"Periäinen, Tapio.",,,"Nature, man, architecture; a study of the structure and measurement of man's relation to nature in the garden and dwelling-house of Japan and the Mediterranean countries.","Helsinki,",Suomalainen Tiedeakatemia,1969,39097001188383,,39097001188383
Architecture,NA2543.S6 P66,Book,"Poole, Gray Johnson",0396064353; 9780396064350,,"Architects and man's skyline, by Gray Johnson Poole.","New York,",Dodd Mead,[1972],39097001188391,,39097001188391
Architecture,NA2543.S6 R6,Book,"Rosenau, Helen",0289700507; 9780289700501,,"Social purpose in architecture: Paris and London compared, 1760-1800.","London,",Studio Vista,1970,39097001188409,,39097001188409
Architecture,NA2543.S6 S643,Book,"Spyer, Geoffrey.",0720602904; 9780720602906,,Architect and community: environmental design in an urban society.,"London,",Owen,1971,39097001188417,,39097001188417
Architecture,NA2543.S6 Z4,Book,"Zeisel, John",087154933X,,Sociology and architectural design / by John Zeisel.,New York :,Russell Sage Foundation,1975,39097001188425,,39097001188425
Architecture,NA2550 .R7 1972,Book,"Ruskin, John, 1819-1900",0403003059; 9780403003051,,"The poetry of architecture; or, The architecture of the nations of Europe considered in its association with natural scenery and national character. Sunnyside, Orpington, G. Allen, 1893.","St. Clair Shores, Mich.,",Scholarly Press,1972,39097001188466,,39097001188466
Architecture,NA2560 .A2 1964,Book,AIA-ACSA Teacher Seminar Cranbrook Academy of Art) (1964 :,,,"The history, theory, and criticism of architecture; papers, edited by Marcus Whiffen. With a foreword by Buford L. Pickens.","Cambridge, Mass.,",M I T Press,[c1965],39097001188508,,39097001188508
Architecture,NA2560 .A3,Book,"Acevedo, Jesús T.",,,Disertaciones de un arquitecto [por] Jesús T. Acevedo. Prólogo de Justino Fernández. Notas de Alfonso Reyes y Federico E. Mariscal.,México,Ediciones de Bellas Artes Instituto Nacional de Bellas Artes Departamento de Literatura,[1967],39097001188516,,39097001188516
